_id,isPb,wpm,acc,rawWpm,consistency,charStats,mode,mode2,quoteLength,restartCount,testDuration,afkDuration,incompleteTestSeconds,punctuation,numbers,language,funbox,difficulty,lazyMode,blindMode,bailedOut,tags,timestamp
68bf1d75dcd5c426fed4de1a,,75.32,94,85.83,77.57,43;1;0;1,words,10,-1,0,6.85,0,0,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757355381000
68bf1d6bdcd5c426fed4dd89,,66.7,94.23,66.7,69.45,49;0;0;0,words,10,-1,0,8.82,0,0,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757355371000
68bf1d60dcd5c426fed4dce8,,70.05,96.55,76.78,64.25,52;0;0;1,words,10,-1,1,8.91,0,7.36,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757355360000
68bf1d48dcd5c426fed4dba5,,55.25,82.35,63.54,69.4,40;3;0;1,words,10,-1,1,8.69,0,1.97,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757355336000
68bf1ce4dcd5c426fed4d5c0,,69.85,88.46,78.96,76.41,46;4;1;0,words,10,-1,2,7.9,0,5.07,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757355236000
68bf1ccfdcd5c426fed4d476,,53.24,90.2,64.93,47.21,41;2;1;0,words,10,-1,0,9.24,0,0,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757355215000
68bf1cc2dcd5c426fed4d3a9,,74.14,92.31,80.45,63.83,47;1;1;0,words,10,-1,0,7.61,0,0,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757355202000
68bf1cb6dcd5c426fed4d2dd,,77.84,100,77.84,51.61,47;0;0;0,words,10,-1,0,7.25,0,0,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757355190000
68bf1cacdcd5c426fed4d231,,57.7,100,57.7,61.58,52;0;0;0,words,10,-1,0,10.81,0,0,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757355180000
68bf1c9edcd5c426fed4d163,,69.34,98.21,69.34,60.73,54;0;0;0,words,10,-1,0,9.35,0,0,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757355166000
68bf1c92dcd5c426fed4d09f,,77.67,94.23,87.8,70.21,46;2;0;0,words,10,-1,1,7.11,0,2.08,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757355154000
68bf1c83dcd5c426fed4cfdd,,50.08,86.44,57.54,49.3,47;2;0;1,words,10,-1,0,11.26,0,0,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757355139000
68bf1c73dcd5c426fed4cf16,,57.07,84.48,73,44.2,43;3;1;1,words,10,-1,1,9.04,0,9.74,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757355123000
68bf1c2ddcd5c426fed4caf8,,60.75,96.08,60.75,70.33,48;0;0;0,words,10,-1,1,9.48,0,1.24,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757355053000
